uri1	AGROVOC LABELS	match	GEMET LABELS	uri2	
http://aims.fao.org/aos/agrovoc/c_3906	Intensive farming	http://www.w3.org/2004/02/skos/mapping#exactMatch	intensive farming	http://www.eionet.europa.eu/gemet/concept/4391
http://aims.fao.org/aos/agrovoc/c_3911	Interest groups	http://www.w3.org/2004/02/skos/mapping#exactMatch	interest group	http://www.eionet.europa.eu/gemet/concept/4402
http://aims.fao.org/aos/agrovoc/c_3915	International agreements	http://www.w3.org/2004/02/skos/mapping#exactMatch	international agreement	http://www.eionet.europa.eu/gemet/concept/4417
http://aims.fao.org/aos/agrovoc/c_3918	International organizations	http://www.w3.org/2004/02/skos/mapping#exactMatch	international organisation	http://www.eionet.europa.eu/gemet/concept/4434
http://aims.fao.org/aos/agrovoc/c_3919	International trade	http://www.w3.org/2004/02/skos/mapping#exactMatch	international trade	http://www.eionet.europa.eu/gemet/concept/4444
http://aims.fao.org/aos/agrovoc/c_3929	Invertebrates	http://www.w3.org/2004/02/skos/mapping#exactMatch	invertebrate	http://www.eionet.europa.eu/gemet/concept/4475
http://aims.fao.org/aos/agrovoc/c_3930	investment	http://www.w3.org/2004/02/skos/mapping#exactMatch	investment	http://www.eionet.europa.eu/gemet/concept/4478
http://aims.fao.org/aos/agrovoc/c_3932	Iodine	http://www.w3.org/2004/02/skos/mapping#exactMatch	iodine	http://www.eionet.europa.eu/gemet/concept/4483
http://aims.fao.org/aos/agrovoc/c_3933	Ion exchange	http://www.w3.org/2004/02/skos/mapping#exactMatch	ion exchange	http://www.eionet.europa.eu/gemet/concept/4485
http://aims.fao.org/aos/agrovoc/c_3950	Iron	http://www.w3.org/2004/02/skos/mapping#exactMatch	iron	http://www.eionet.europa.eu/gemet/concept/4498
http://aims.fao.org/aos/agrovoc/c_3951	irradiation	http://www.w3.org/2004/02/skos/mapping#exactMatch	irradiation	http://www.eionet.europa.eu/gemet/concept/4504
http://aims.fao.org/aos/agrovoc/c_3954	Irrigation	http://www.w3.org/2004/02/skos/mapping#exactMatch	irrigation	http://www.eionet.europa.eu/gemet/concept/4505
http://aims.fao.org/aos/agrovoc/c_6021	Labour	http://www.w3.org/2004/02/skos/mapping#exactMatch	labour	http://www.eionet.europa.eu/gemet/concept/4577	
http://aims.fao.org/aos/agrovoc/c_4172	Land	http://www.w3.org/2004/02/skos/mapping#narrowMatch	land	http://www.eionet.europa.eu/gemet/concept/4599	
http://aims.fao.org/aos/agrovoc/c_4173	Land consolidation	http://www.w3.org/2004/02/skos/mapping#exactMatch	land consolidation	http://www.eionet.europa.eu/gemet/concept/4611	
http://aims.fao.org/aos/agrovoc/c_4180	Land tax	http://www.w3.org/2004/02/skos/mapping#exactMatch	land tax	http://www.eionet.europa.eu/gemet/concept/13115	
http://aims.fao.org/aos/agrovoc/c_4182	land use	http://www.w3.org/2004/02/skos/mapping#exactMatch	land use	http://www.eionet.europa.eu/gemet/concept/4678	
http://aims.fao.org/aos/agrovoc/c_4185	Landscape	http://www.w3.org/2004/02/skos/mapping#exactMatch	landscape	http://www.eionet.europa.eu/gemet/concept/4648	
http://aims.fao.org/aos/agrovoc/c_4222	Latitude	http://www.w3.org/2004/02/skos/mapping#exactMatch	latitude	http://www.eionet.europa.eu/gemet/concept/14936	
http://aims.fao.org/aos/agrovoc/c_4235	Lead	http://www.w3.org/2004/02/skos/mapping#exactMatch	lead	http://www.eionet.europa.eu/gemet/concept/4723	
http://aims.fao.org/aos/agrovoc/c_4241	Leather	http://www.w3.org/2004/02/skos/mapping#exactMatch	leather	http://www.eionet.europa.eu/gemet/concept/4735	
http://aims.fao.org/aos/agrovoc/c_4242	Leather industry	http://www.w3.org/2004/02/skos/mapping#exactMatch	leather industry	http://www.eionet.europa.eu/gemet/concept/4738	
http://aims.fao.org/aos/agrovoc/c_4253	legislation	http://www.w3.org/2004/02/skos/mapping#exactMatch	legislation	http://www.eionet.europa.eu/gemet/concept/4749	
http://aims.fao.org/aos/agrovoc/c_4268	Lepidoptera	http://www.w3.org/2004/02/skos/mapping#exactMatch	lepidopteran	http://www.eionet.europa.eu/gemet/concept/4777	
http://aims.fao.org/aos/agrovoc/c_4297	Leukaemia	http://www.w3.org/2004/02/skos/mapping#exactMatch	leukaemia	http://www.eionet.europa.eu/gemet/concept/4782	
http://aims.fao.org/aos/agrovoc/c_4317	life cycle	http://www.w3.org/2004/02/skos/mapping#exactMatch	life cycle	http://www.eionet.europa.eu/gemet/concept/4802	
http://aims.fao.org/aos/agrovoc/c_4318	life sciences	http://www.w3.org/2004/02/skos/mapping#exactMatch	life science	http://www.eionet.europa.eu/gemet/concept/4805	
http://aims.fao.org/aos/agrovoc/c_4322	Light	http://www.w3.org/2004/02/skos/mapping#exactMatch	light	http://www.eionet.europa.eu/gemet/concept/4810	
http://aims.fao.org/aos/agrovoc/c_4326	Lighting	http://www.w3.org/2004/02/skos/mapping#exactMatch	lighting	http://www.eionet.europa.eu/gemet/concept/4814
http://aims.fao.org/aos/agrovoc/c_4342	Limestone	http://www.w3.org/2004/02/skos/mapping#exactMatch	limestone	http://www.eionet.europa.eu/gemet/concept/4823
http://aims.fao.org/aos/agrovoc/c_4343	Limnology	http://www.w3.org/2004/02/skos/mapping#exactMatch	limnology	http://www.eionet.europa.eu/gemet/concept/4830
http://aims.fao.org/aos/agrovoc/c_4373	Liquid manures	http://www.w3.org/2004/02/skos/mapping#exactMatch	liquid manure	http://www.eionet.europa.eu/gemet/concept/4843
http://aims.fao.org/aos/agrovoc/c_4375	Liquid wastes	http://www.w3.org/2004/02/skos/mapping#exactMatch	liquid waste	http://www.eionet.europa.eu/gemet/concept/4845
http://aims.fao.org/aos/agrovoc/c_4397	Livestock	http://www.w3.org/2004/02/skos/mapping#exactMatch	livestock	http://www.eionet.europa.eu/gemet/concept/4862
http://aims.fao.org/aos/agrovoc/c_4400	living standards	http://www.w3.org/2004/02/skos/mapping#exactMatch	living standard	http://www.eionet.europa.eu/gemet/concept/10939
http://aims.fao.org/aos/agrovoc/c_4412	Local government	http://www.w3.org/2004/02/skos/mapping#exactMatch	local government	http://www.eionet.europa.eu/gemet/concept/10992
http://aims.fao.org/aos/agrovoc/c_4483	Lymphatic system	http://www.w3.org/2004/02/skos/mapping#exactMatch	lymphatic system	http://www.eionet.europa.eu/gemet/concept/4945
http://aims.fao.org/aos/agrovoc/c_4543	Malnutrition	http://www.w3.org/2004/02/skos/mapping#exactMatch	malnutrition	http://www.eionet.europa.eu/gemet/concept/4979
http://aims.fao.org/aos/agrovoc/c_4577	Mangrove swamps	http://www.w3.org/2004/02/skos/mapping#exactMatch	mangrove swamp	http://www.eionet.europa.eu/gemet/concept/4999
http://aims.fao.org/aos/agrovoc/c_4590	Manpower	http://www.w3.org/2004/02/skos/mapping#exactMatch	manpower	http://www.eionet.europa.eu/gemet/concept/5004
http://aims.fao.org/aos/agrovoc/c_4603	Marginal land	http://www.w3.org/2004/02/skos/mapping#exactMatch	marginal land	http://www.eionet.europa.eu/gemet/concept/5023
http://aims.fao.org/aos/agrovoc/c_4609	Marine ecology	http://www.w3.org/2004/02/skos/mapping#exactMatch	marine ecology	http://www.eionet.europa.eu/gemet/concept/5030
http://aims.fao.org/aos/agrovoc/c_4610	Marine environment	http://www.w3.org/2004/02/skos/mapping#exactMatch	marine environment	http://www.eionet.europa.eu/gemet/concept/5033
http://aims.fao.org/aos/agrovoc/c_4612	Marine geology	http://www.w3.org/2004/02/skos/mapping#exactMatch	marine geology	http://www.eionet.europa.eu/gemet/concept/5038
http://aims.fao.org/aos/agrovoc/c_4614	economic competition	http://www.w3.org/2004/02/skos/mapping#exactMatch	economic competition	http://www.eionet.europa.eu/gemet/concept/1639
http://aims.fao.org/aos/agrovoc/c_4618	Market research	http://www.w3.org/2004/02/skos/mapping#exactMatch	market research	http://www.eionet.europa.eu/gemet/concept/5068
http://aims.fao.org/aos/agrovoc/c_4620	Marketing	http://www.w3.org/2004/02/skos/mapping#exactMatch	marketing	http://www.eionet.europa.eu/gemet/concept/5064
http://aims.fao.org/aos/agrovoc/c_4626	markets	http://www.w3.org/2004/02/skos/mapping#exactMatch	market	http://www.eionet.europa.eu/gemet/concept/5058
http://aims.fao.org/aos/agrovoc/c_61648	Mass media	http://www.w3.org/2004/02/skos/mapping#exactMatch	mass media	http://www.eionet.europa.eu/gemet/concept/5079
http://aims.fao.org/aos/agrovoc/c_4669	Meat	http://www.w3.org/2004/02/skos/mapping#exactMatch	meat	http://www.eionet.europa.eu/gemet/concept/5124
http://aims.fao.org/aos/agrovoc/c_4682	Mechanical engineering	http://www.w3.org/2004/02/skos/mapping#exactMatch	mechanical engineering	http://www.eionet.europa.eu/gemet/concept/5128
http://aims.fao.org/aos/agrovoc/c_4695	medical sciences	http://www.w3.org/2004/02/skos/mapping#exactMatch	medical science	http://www.eionet.europa.eu/gemet/concept/5135
http://aims.fao.org/aos/agrovoc/c_4697	Mediterranean climate	http://www.w3.org/2004/02/skos/mapping#exactMatch	Mediterranean climate	http://www.eionet.europa.eu/gemet/concept/12063
http://aims.fao.org/aos/agrovoc/c_4699	Mediterranean Sea	http://www.w3.org/2004/02/skos/mapping#exactMatch	Mediterranean Sea	http://www.eionet.europa.eu/gemet/concept/14844
http://aims.fao.org/aos/agrovoc/c_4731	Melting	http://www.w3.org/2004/02/skos/mapping#exactMatch	melting	http://www.eionet.europa.eu/gemet/concept/5148
http://aims.fao.org/aos/agrovoc/c_4751	Mercury	http://www.w3.org/2004/02/skos/mapping#exactMatch	mercury	http://www.eionet.europa.eu/gemet/concept/5154
http://aims.fao.org/aos/agrovoc/c_4769	Metabolism	http://www.w3.org/2004/02/skos/mapping#exactMatch	metabolism	http://www.eionet.europa.eu/gemet/concept/5161
http://aims.fao.org/aos/agrovoc/c_4770	Metabolites	http://www.w3.org/2004/02/skos/mapping#exactMatch	metabolite	http://www.eionet.europa.eu/gemet/concept/5165
http://aims.fao.org/aos/agrovoc/c_4783	Meteorology	http://www.w3.org/2004/02/skos/mapping#exactMatch	meteorology	http://www.eionet.europa.eu/gemet/concept/5197
http://aims.fao.org/aos/agrovoc/c_4784	Methane	http://www.w3.org/2004/02/skos/mapping#exactMatch	methane	http://www.eionet.europa.eu/gemet/concept/5199
http://aims.fao.org/aos/agrovoc/c_4800	Microbiology	http://www.w3.org/2004/02/skos/mapping#exactMatch	microbiology	http://www.eionet.europa.eu/gemet/concept/5218
http://aims.fao.org/aos/agrovoc/c_4802	microclimate	http://www.w3.org/2004/02/skos/mapping#exactMatch	microclimate	http://www.eionet.europa.eu/gemet/concept/5219
http://aims.fao.org/aos/agrovoc/c_4810	Microscopy	http://www.w3.org/2004/02/skos/mapping#exactMatch	microscopy	http://www.eionet.europa.eu/gemet/concept/5230
http://aims.fao.org/aos/agrovoc/c_4821	Migrant labour	http://www.w3.org/2004/02/skos/mapping#exactMatch	migrant labour	http://www.eionet.europa.eu/gemet/concept/5234
http://aims.fao.org/aos/agrovoc/c_4826	milk	http://www.w3.org/2004/02/skos/mapping#exactMatch	milk	http://www.eionet.europa.eu/gemet/concept/5254
http://aims.fao.org/aos/agrovoc/c_4851	Mineral oils	http://www.w3.org/2004/02/skos/mapping#exactMatch	mineral oil	http://www.eionet.europa.eu/gemet/concept/12394
http://aims.fao.org/aos/agrovoc/c_4852	Mineral resources	http://www.w3.org/2004/02/skos/mapping#exactMatch	mineral resource	http://www.eionet.europa.eu/gemet/concept/5274
http://aims.fao.org/aos/agrovoc/c_4856	Mineralogy	http://www.w3.org/2004/02/skos/mapping#exactMatch	mineralogy	http://www.eionet.europa.eu/gemet/concept/5270
http://aims.fao.org/aos/agrovoc/c_4857	minerals	http://www.w3.org/2004/02/skos/mapping#exactMatch	mineral	http://www.eionet.europa.eu/gemet/concept/5277
http://aims.fao.org/aos/agrovoc/c_4873	Mixed farming	http://www.w3.org/2004/02/skos/mapping#exactMatch	mixed farming	http://www.eionet.europa.eu/gemet/concept/5313
http://aims.fao.org/aos/agrovoc/c_4874	Mixed forests	http://www.w3.org/2004/02/skos/mapping#exactMatch	mixed forest	http://www.eionet.europa.eu/gemet/concept/5316
http://aims.fao.org/aos/agrovoc/c_4877	Mixing	http://www.w3.org/2004/02/skos/mapping#exactMatch	mixing	http://www.eionet.europa.eu/gemet/concept/5318
http://aims.fao.org/aos/agrovoc/c_4891	Molecular biology	http://www.w3.org/2004/02/skos/mapping#exactMatch	molecular biology	http://www.eionet.europa.eu/gemet/concept/5333
http://aims.fao.org/aos/agrovoc/c_29424	monitoring	http://www.w3.org/2004/02/skos/mapping#exactMatch	monitoring	http://www.eionet.europa.eu/gemet/concept/5346
http://aims.fao.org/aos/agrovoc/c_4945	Mortality	http://www.w3.org/2004/02/skos/mapping#exactMatch	mortality	http://www.eionet.europa.eu/gemet/concept/5371
http://aims.fao.org/aos/agrovoc/c_4958	Mountain climate	http://www.w3.org/2004/02/skos/mapping#exactMatch	mountain climate	http://www.eionet.europa.eu/gemet/concept/12064
http://aims.fao.org/aos/agrovoc/c_5007	Music	http://www.w3.org/2004/02/skos/mapping#exactMatch	music	http://www.eionet.europa.eu/gemet/concept/5449
http://aims.fao.org/aos/agrovoc/c_5014	mutation	http://www.w3.org/2004/02/skos/mapping#exactMatch	mutation	http://www.eionet.europa.eu/gemet/concept/5462
http://aims.fao.org/aos/agrovoc/c_5019	Mycology	http://www.w3.org/2004/02/skos/mapping#exactMatch	mycology	http://www.eionet.europa.eu/gemet/concept/5463
http://aims.fao.org/aos/agrovoc/c_5023	Mycorrhizae	http://www.w3.org/2004/02/skos/mapping#exactMatch	mycorrhiza	http://www.eionet.europa.eu/gemet/concept/5465
http://aims.fao.org/aos/agrovoc/c_5076	National accounting	http://www.w3.org/2004/02/skos/mapping#exactMatch	national accounting	http://www.eionet.europa.eu/gemet/concept/11034
http://aims.fao.org/aos/agrovoc/c_5079	National parks	http://www.w3.org/2004/02/skos/mapping#exactMatch	national park	http://www.eionet.europa.eu/gemet/concept/5484
http://aims.fao.org/aos/agrovoc/c_5080	National planning	http://www.w3.org/2004/02/skos/mapping#exactMatch	national planning	http://www.eionet.europa.eu/gemet/concept/5486
http://aims.fao.org/aos/agrovoc/c_5087	Natural gas	http://www.w3.org/2004/02/skos/mapping#exactMatch	natural gas	http://www.eionet.europa.eu/gemet/concept/5503
http://aims.fao.org/aos/agrovoc/c_5090	Natural regeneration	http://www.w3.org/2004/02/skos/mapping#exactMatch	natural regeneration	http://www.eionet.europa.eu/gemet/concept/10707
http://aims.fao.org/aos/agrovoc/c_5091	Natural resources	http://www.w3.org/2004/02/skos/mapping#exactMatch	natural resource	http://www.eionet.europa.eu/gemet/concept/5521
http://aims.fao.org/aos/agrovoc/c_5092	Nature conservation	http://www.w3.org/2004/02/skos/mapping#exactMatch	nature conservation	http://www.eionet.europa.eu/gemet/concept/5537
http://aims.fao.org/aos/agrovoc/c_5138	Nervous system	http://www.w3.org/2004/02/skos/mapping#exactMatch	nervous system	http://www.eionet.europa.eu/gemet/concept/5569
http://aims.fao.org/aos/agrovoc/c_5140	Nesting	http://www.w3.org/2004/02/skos/mapping#exactMatch	nesting	http://www.eionet.europa.eu/gemet/concept/10535
http://aims.fao.org/aos/agrovoc/c_5172	Nickel	http://www.w3.org/2004/02/skos/mapping#exactMatch	nickel	http://www.eionet.europa.eu/gemet/concept/5589
http://aims.fao.org/aos/agrovoc/c_5192	Nitrogen	http://www.w3.org/2004/02/skos/mapping#exactMatch	nitrogen	http://www.eionet.europa.eu/gemet/concept/5605
http://aims.fao.org/aos/agrovoc/c_5194	Nitrogen dioxide	http://www.w3.org/2004/02/skos/mapping#exactMatch	nitrogen dioxide	http://www.eionet.europa.eu/gemet/concept/5608
http://aims.fao.org/aos/agrovoc/c_5196	Nitrogen fixation	http://www.w3.org/2004/02/skos/mapping#exactMatch	nitrogen fixation	http://www.eionet.europa.eu/gemet/concept/5611
http://aims.fao.org/aos/agrovoc/c_5205	Noise	http://www.w3.org/2004/02/skos/mapping#exactMatch	noise	http://www.eionet.europa.eu/gemet/concept/5624
http://aims.fao.org/aos/agrovoc/c_5207	nomenclature	http://www.w3.org/2004/02/skos/mapping#exactMatch	nomenclature	http://www.eionet.europa.eu/gemet/concept/5664
http://aims.fao.org/aos/agrovoc/c_5209	Simulation	http://www.w3.org/2004/02/skos/mapping#exactMatch	simulation	http://www.eionet.europa.eu/gemet/concept/7702
http://aims.fao.org/aos/agrovoc/c_5218	North Africa	http://www.w3.org/2004/02/skos/mapping#exactMatch	North Africa	http://www.eionet.europa.eu/gemet/concept/5692
http://aims.fao.org/aos/agrovoc/c_5219	North America	http://www.w3.org/2004/02/skos/mapping#exactMatch	North America	http://www.eionet.europa.eu/gemet/concept/5693
http://aims.fao.org/aos/agrovoc/c_5252	nuclear energy	http://www.w3.org/2004/02/skos/mapping#exactMatch	nuclear energy	http://www.eionet.europa.eu/gemet/concept/5712
http://aims.fao.org/aos/agrovoc/c_5253	Nucleic acids	http://www.w3.org/2004/02/skos/mapping#exactMatch	nucleic acid	http://www.eionet.europa.eu/gemet/concept/5751
http://aims.fao.org/aos/agrovoc/c_5294	occupations	http://www.w3.org/2004/02/skos/mapping#exactMatch	occupation	http://www.eionet.europa.eu/gemet/concept/10076
http://aims.fao.org/aos/agrovoc/c_5296	Oceania	http://www.w3.org/2004/02/skos/mapping#exactMatch	Oceania	http://www.eionet.europa.eu/gemet/concept/5794
http://aims.fao.org/aos/agrovoc/c_5298	Oceanic climate	http://www.w3.org/2004/02/skos/mapping#exactMatch	oceanic climate	http://www.eionet.europa.eu/gemet/concept/12065
http://aims.fao.org/aos/agrovoc/c_5387	organic matter	http://www.w3.org/2004/02/skos/mapping#exactMatch	organic matter	http://www.eionet.europa.eu/gemet/concept/11227
http://aims.fao.org/aos/agrovoc/c_5395	Organochlorine compounds	http://www.w3.org/2004/02/skos/mapping#exactMatch	organochlorine compound	http://www.eionet.europa.eu/gemet/concept/5921
http://aims.fao.org/aos/agrovoc/c_5402	Organosulphur compounds	http://www.w3.org/2004/02/skos/mapping#exactMatch	organosulphur compound	http://www.eionet.europa.eu/gemet/concept/5936
http://aims.fao.org/aos/agrovoc/c_5403	Organotin compounds	http://www.w3.org/2004/02/skos/mapping#exactMatch	organotin compound	http://www.eionet.europa.eu/gemet/concept/5937
http://aims.fao.org/aos/agrovoc/c_5442	Osmosis	http://www.w3.org/2004/02/skos/mapping#exactMatch	osmosis	http://www.eionet.europa.eu/gemet/concept/5949
http://aims.fao.org/aos/agrovoc/c_5466	Ownership	http://www.w3.org/2004/02/skos/mapping#exactMatch	ownership	http://www.eionet.europa.eu/gemet/concept/5971
http://aims.fao.org/aos/agrovoc/c_5472	Oxidation	http://www.w3.org/2004/02/skos/mapping#exactMatch	oxidation	http://www.eionet.europa.eu/gemet/concept/5972
http://aims.fao.org/aos/agrovoc/c_5477	Oxygen	http://www.w3.org/2004/02/skos/mapping#exactMatch	oxygen	http://www.eionet.europa.eu/gemet/concept/5982
http://aims.fao.org/aos/agrovoc/c_5485	Ozone	http://www.w3.org/2004/02/skos/mapping#exactMatch	ozone	http://www.eionet.europa.eu/gemet/concept/5991
http://aims.fao.org/aos/agrovoc/c_5495	Packaging	http://www.w3.org/2004/02/skos/mapping#exactMatch	packaging	http://www.eionet.europa.eu/gemet/concept/5999
http://aims.fao.org/aos/agrovoc/c_5508	Palaeoclimatology	http://www.w3.org/2004/02/skos/mapping#exactMatch	palaeoclimatology	http://www.eionet.europa.eu/gemet/concept/12045
http://aims.fao.org/aos/agrovoc/c_5509	Palaeontology	http://www.w3.org/2004/02/skos/mapping#exactMatch	palaeontology	http://www.eionet.europa.eu/gemet/concept/6013
http://aims.fao.org/aos/agrovoc/c_5548	Paper	http://www.w3.org/2004/02/skos/mapping#exactMatch	paper	http://www.eionet.europa.eu/gemet/concept/6023
http://aims.fao.org/aos/agrovoc/c_5578	Parasitology	http://www.w3.org/2004/02/skos/mapping#exactMatch	parasitology	http://www.eionet.europa.eu/gemet/concept/6038
http://aims.fao.org/aos/agrovoc/c_5631	Pathology	http://www.w3.org/2004/02/skos/mapping#exactMatch	pathology	http://www.eionet.europa.eu/gemet/concept/6066
http://aims.fao.org/aos/agrovoc/c_5647	Peat	http://www.w3.org/2004/02/skos/mapping#exactMatch	peat	http://www.eionet.europa.eu/gemet/concept/6081
http://aims.fao.org/aos/agrovoc/c_5709	Periphyton	http://www.w3.org/2004/02/skos/mapping#exactMatch	periphyton	http://www.eionet.europa.eu/gemet/concept/6115
http://aims.fao.org/aos/agrovoc/c_5718	Permeability	http://www.w3.org/2004/02/skos/mapping#exactMatch	permeability	http://www.eionet.europa.eu/gemet/concept/6120
http://aims.fao.org/aos/agrovoc/c_5726	pest control	http://www.w3.org/2004/02/skos/mapping#exactMatch	pest control	http://www.eionet.europa.eu/gemet/concept/6139
http://aims.fao.org/aos/agrovoc/c_5739	pesticides	http://www.w3.org/2004/02/skos/mapping#exactMatch	pesticide	http://www.eionet.europa.eu/gemet/concept/6140
http://aims.fao.org/aos/agrovoc/c_5746	Petrol	http://www.w3.org/2004/02/skos/mapping#exactMatch	petrol	http://www.eionet.europa.eu/gemet/concept/6156
http://aims.fao.org/aos/agrovoc/c_5747	Petroleum	http://www.w3.org/2004/02/skos/mapping#exactMatch	petroleum	http://www.eionet.europa.eu/gemet/concept/6161
http://aims.fao.org/aos/agrovoc/c_5760	Pharmacology	http://www.w3.org/2004/02/skos/mapping#exactMatch	pharmacology	http://www.eionet.europa.eu/gemet/concept/6181
http://aims.fao.org/aos/agrovoc/c_5804	Phosphorus	http://www.w3.org/2004/02/skos/mapping#exactMatch	phosphorus	http://www.eionet.europa.eu/gemet/concept/6196
http://aims.fao.org/aos/agrovoc/c_5807	Photogrammetry	http://www.w3.org/2004/02/skos/mapping#exactMatch	photogrammetry	http://www.eionet.europa.eu/gemet/concept/6204
http://aims.fao.org/aos/agrovoc/c_5808	Photography	http://www.w3.org/2004/02/skos/mapping#exactMatch	photography	http://www.eionet.europa.eu/gemet/concept/13123
http://aims.fao.org/aos/agrovoc/c_5812	Photosynthesis	http://www.w3.org/2004/02/skos/mapping#exactMatch	photosynthesis	http://www.eionet.europa.eu/gemet/concept/6211
http://aims.fao.org/aos/agrovoc/c_5830	Physical oceanography	http://www.w3.org/2004/02/skos/mapping#exactMatch	physical oceanography	http://www.eionet.europa.eu/gemet/concept/6224
http://aims.fao.org/aos/agrovoc/c_5833	Physics	http://www.w3.org/2004/02/skos/mapping#exactMatch	physics	http://www.eionet.europa.eu/gemet/concept/6235
http://aims.fao.org/aos/agrovoc/c_5848	Phytotoxicity	http://www.w3.org/2004/02/skos/mapping#exactMatch	phytotoxicity	http://www.eionet.europa.eu/gemet/concept/6250
http://aims.fao.org/aos/agrovoc/c_5950	Plankton	http://www.w3.org/2004/02/skos/mapping#exactMatch	plankton	http://www.eionet.europa.eu/gemet/concept/6282
http://aims.fao.org/aos/agrovoc/c_5951	planning	http://www.w3.org/2004/02/skos/mapping#exactMatch	planning	http://www.eionet.europa.eu/gemet/concept/6287
http://aims.fao.org/aos/agrovoc/c_5956	Plant breeding	http://www.w3.org/2004/02/skos/mapping#exactMatch	plant breeding	http://www.eionet.europa.eu/gemet/concept/6298
http://aims.fao.org/aos/agrovoc/c_5962	Plant diseases	http://www.w3.org/2004/02/skos/mapping#exactMatch	plant disease	http://www.eionet.europa.eu/gemet/concept/6304
http://aims.fao.org/aos/agrovoc/c_5963	Plant ecology	http://www.w3.org/2004/02/skos/mapping#exactMatch	plant ecology	http://www.eionet.europa.eu/gemet/concept/8910
http://aims.fao.org/aos/agrovoc/c_5975	plant population	http://www.w3.org/2004/02/skos/mapping#exactMatch	plant population	http://www.eionet.europa.eu/gemet/concept/10633
http://aims.fao.org/aos/agrovoc/c_5976	Plant production	http://www.w3.org/2004/02/skos/mapping#exactMatch	plant production	http://www.eionet.europa.eu/gemet/concept/10044
http://aims.fao.org/aos/agrovoc/c_5978	Plant protection	http://www.w3.org/2004/02/skos/mapping#narrowMatch	plant protection	http://www.eionet.europa.eu/gemet/concept/6318	
http://aims.fao.org/aos/agrovoc/c_5979	Plant resources	http://www.w3.org/2004/02/skos/mapping#exactMatch	plant resource	http://www.eionet.europa.eu/gemet/concept/8919	
http://aims.fao.org/aos/agrovoc/c_5992	Planting	http://www.w3.org/2004/02/skos/mapping#exactMatch	planting	http://www.eionet.europa.eu/gemet/concept/6313	
http://aims.fao.org/aos/agrovoc/c_6032	Plutonium	http://www.w3.org/2004/02/skos/mapping#exactMatch	plutonium	http://www.eionet.europa.eu/gemet/concept/6346	
http://aims.fao.org/aos/agrovoc/c_6051	Poisoning	http://www.w3.org/2004/02/skos/mapping#exactMatch	poisoning	http://www.eionet.europa.eu/gemet/concept/6359	
http://aims.fao.org/aos/agrovoc/c_6057	Polar regions	http://www.w3.org/2004/02/skos/mapping#exactMatch	polar region	http://www.eionet.europa.eu/gemet/concept/6364	
http://aims.fao.org/aos/agrovoc/c_6070	Pollen	http://www.w3.org/2004/02/skos/mapping#exactMatch	pollen	http://www.eionet.europa.eu/gemet/concept/6392	
http://aims.fao.org/aos/agrovoc/c_6076	pollutants	http://www.w3.org/2004/02/skos/mapping#exactMatch	pollutant	http://www.eionet.europa.eu/gemet/concept/6395	
http://aims.fao.org/aos/agrovoc/c_6077	Pollution	http://www.w3.org/2004/02/skos/mapping#exactMatch	pollution	http://www.eionet.europa.eu/gemet/concept/6445	
http://aims.fao.org/aos/agrovoc/c_6078	pollution control	http://www.w3.org/2004/02/skos/mapping#exactMatch	pollution control	http://www.eionet.europa.eu/gemet/concept/6451	
http://aims.fao.org/aos/agrovoc/c_6111	population dynamics	http://www.w3.org/2004/02/skos/mapping#exactMatch	population dynamics	http://www.eionet.europa.eu/gemet/concept/6518	
http://aims.fao.org/aos/agrovoc/c_6112	population density	http://www.w3.org/2004/02/skos/mapping#exactMatch	population density	http://www.eionet.europa.eu/gemet/concept/10918	
http://aims.fao.org/aos/agrovoc/c_6113	Population distribution	http://www.w3.org/2004/02/skos/mapping#exactMatch	population distribution	http://www.eionet.europa.eu/gemet/concept/6517	
http://aims.fao.org/aos/agrovoc/c_6115	population structure	http://www.w3.org/2004/02/skos/mapping#exactMatch	population structure	http://www.eionet.europa.eu/gemet/concept/6527	
http://aims.fao.org/aos/agrovoc/c_6145	poultry	http://www.w3.org/2004/02/skos/mapping#exactMatch	poultry	http://www.eionet.europa.eu/gemet/concept/6548	
http://aims.fao.org/aos/agrovoc/c_6148	Poultry farming	http://www.w3.org/2004/02/skos/mapping#exactMatch	poultry farming	http://www.eionet.europa.eu/gemet/concept/6549	
http://aims.fao.org/aos/agrovoc/c_6151	Poverty	http://www.w3.org/2004/02/skos/mapping#exactMatch	poverty	http://www.eionet.europa.eu/gemet/concept/6551	
http://aims.fao.org/aos/agrovoc/c_6163	predators	http://www.w3.org/2004/02/skos/mapping#exactMatch	predator	http://www.eionet.europa.eu/gemet/concept/6577	
http://aims.fao.org/aos/agrovoc/c_6172	Preservatives	http://www.w3.org/2004/02/skos/mapping#exactMatch	preservative	http://www.eionet.europa.eu/gemet/concept/6587	
http://aims.fao.org/aos/agrovoc/c_6173	Pressing	http://www.w3.org/2004/02/skos/mapping#narrowMatch	pressing	http://www.eionet.europa.eu/gemet/concept/6592	
http://aims.fao.org/aos/agrovoc/c_6174	Pressure	http://www.w3.org/2004/02/skos/mapping#exactMatch	pressure	http://www.eionet.europa.eu/gemet/concept/6593	
http://aims.fao.org/aos/agrovoc/c_6178	prices	http://www.w3.org/2004/02/skos/mapping#exactMatch	price	http://www.eionet.europa.eu/gemet/concept/6602	
